Rotulo;Direccion;Telefono
U.S.SABADELL   - GAS-OILS ROVIRA-;Filler;600000793
U.S.TORREHIERRO;Filler;600003562
ULTREYA;Filler;600002175
UNIDAD DE SERVICIO;Filler;600001220
UNIDAD DE SUMINISTRO RIBADUMIA;Filler;600002992
UNIDAD SUMINISTRO COOPERATIVA GANADERA CASTUERA;Filler;600000530
UNIGESCO;Filler;600003693
UNION AGRICULTORES VILLAFRANCA;Filler;600003588
UNION COMARCAL AGREDANA.S.C.L;Filler;600003370
UNION DE GANADEROS CONQUENSES S. COOP. DE C-LM;Filler;600001497
UNION SANTIAGO Y SAN MIGUEL S. COOP. DE C-LM;Filler;600001199
UNION SEVILLANA DE SERVICIOS DEL TAXI S.C.A.;Filler;600003350
UNITAT 2000;Filler;600003821
URBAN OIL;Filler;600001233
URBI LOW COST;Filler;600000859
UREPEL;Filler;600001583
URKIDE;Filler;600001580
URLAVE;Filler;600000891
US ROSEMUR;Filler;600002484
US SAN MIGUEL;Filler;600004023
USC;Filler;600003062
UTE ESTACION DE MURCIA;Filler;600002585
V.C.;Filler;600003697
V.G;Filler;600000545
V.O.;Filler;600003537
V2 GASOLINERAS;Filler;600000193
VALCARCE;Filler;600000397
VALCARCE ;Filler;600001748
VALCARCE - E.S. TISCO;Filler;600001444
VALCARCE (GHC );Filler;600000427
VALCARCE ALMENDRALEJO;Filler;600000505
VALDELPOZO;Filler;600003553
VALDETRANS SOCIEDAD COOPERATIVA DE CLM;Filler;600001284
VALENCIOIL;Filler;600000599
VALENTI;Filler;600002136
VALERO 24H;Filler;600000012
VALERO 24H ENERGIA;Filler;600000070
VALLE ANCHO;Filler;600001879
VALLE DE LIENDO;Filler;600001074
VALLE DORADO;Filler;600003003
VALLFOGONINA;Filler;600002156
VALLIWASH-PETROMIRALLES;Filler;600000841
VARAILA DE DOMINGO PEREZ, S.C.A.;Filler;600001743
VARIOS;Filler;600001222
VC ENERGIA;Filler;600003654
VCC ALFAFAR;Filler;600003619
VCC ALGINET;Filler;600003629
VCC ALICANTE ;Filler;600000123
VCC ANOUER;Filler;600000145
VCC BENISSA;Filler;600000150
VCC CARLET;Filler;600003658
VCC CATARROJA ;Filler;600003670
VCC GANDIA;Filler;600003694
VCC LA VALL;Filler;600001177
VCC ONTINYENT;Filler;600003739
VCC OROPESA;Filler;600001163
VCC PATERNA ;Filler;600003750
VCC PENISCOLA;Filler;600001164
VCC QUART ;Filler;600003773
VCC SANTA POLA;Filler;600000250
VEDICAR;Filler;600002517
VEGA DE TRABAQUE S. COOP. DE C-LM;Filler;600001567
VEGA-MELGAR S.COOP. DE C.L.M;Filler;600003595
VEGAS DE PUEBLONUEVO, SDAD. COOP. LTDA.;Filler;600000582
VEN Y VEN OIL;Filler;600001555
VENTA LA PETRA;Filler;600002548
VERADIESEL;Filler;600000371
VERDE Y SOSTENIBLE;Filler;600000563
VERGE LORETO;Filler;600002124
VIBATRANS;Filler;600002044
VIBE CARBURANTES;Filler;600001860
VIBE-CARBURANTES;Filler;600001861
VICARLI;Filler;600002716
VILA Y FAYOS ;Filler;600000042
VILACARBURANTS;Filler;600000739
VILALTA;Filler;600000690
VILALTA CORPORACION S.A.;Filler;600004073
VILALTA CORPORACION SA;Filler;600002987
VILLA RUBEUM,S.L.;Filler;600001298
VILLAFUEL SL;Filler;600000009
VILLAGER;Filler;600002081
VILLALON;Filler;600000892
VILLALONQUEJAR;Filler;600000893
VILLAOIL, S COOP DE CLM;Filler;600003589
VILLAREJO PERIESTEBAN S. COOP. DE C-LM;Filler;600001575
VINA CANCHALOSA;Filler;600000614
VINAS DEL BIERZO;Filler;600002053
VINICOLA DE SARRAL, SCCL;Filler;600003410
VINICOLA DE VILLARROBLEDO;Filler;600000099
VIRGEN DE LA CORONA;Filler;600001890
VIRGEN DE LA OLIVA S.A.T.;Filler;600001348
VIRGEN DE LAS NIEVES;Filler;600000045
VIRGEN DE LAS VINAS;Filler;600001208
VIRGEN DEL ROBLEDO SCA;Filler;600003255
VIRGEN DEL VALLE;Filler;600001302
VIRGEN URBANOS;Filler;600001563
VIRGEN-BLANCA ;Filler;600002280
VIROSQUE;Filler;600003787
VIRSUR;Filler;600001875
VITIVINICOLA SAN JOSE;Filler;600001244
VIVA LEBRIJA;Filler;600003291
VLADOIL MALAGA;Filler;600002403
VLADOIL RIOGORDO;Filler;600002431
VOLACAN;Filler;600000364
VOLAROIL;Filler;600003310
VSA SOCIEDAD COOPERATIVA LIMITADA;Filler;600001936
VULCO;Filler;600000370
WASHMAX;Filler;600000430
WENCES;Filler;600000822
WETROAD;Filler;600001239
WINDFUEL TARIFA LOW COST;Filler;600001054
XOPLUC;Filler;600002115
XPO TRANSPORT SOLUTIONS SPAIN SL;Filler;600000711
YENO;Filler;600003780
YETHI;Filler;600001451
Z2OIL;Filler;600000876
ZABALETA;Filler;600001592
ZABALGARBI GNC;Filler;600000863
ZACATIN ;Filler;600003209
ZARCAR;Filler;600000196
ZD URBAN VIC;Filler;600000844
ZEPXA ECO;Filler;600000413
ZEROGAS;Filler;600002256
ZONA DIESEL;Filler;600000843
ZONA DIESEL ;Filler;600000770
ZONA ZERO;Filler;600001644
#¿NOMBRE?;Filler;600000259
#¿NOMBRE?;Filler;600003383
#¿NOMBRE?;Filler;600003809
;Filler;600004033
